,Descriptive_ID,Pfam_ID,CL,Description,Gathering_threshold,Symbol,ML,Overlapping_family,Type
13579,PEX11,PF05648.17,,Peroxisomal biogenesis factor 11 (PEX11),23.8; 23.8;,PEX11,223,,Family
13580,PFEMP,PF03011.18,CL0195,PFEMP1 DBL domain,23; 23;,PFEMP,160,,Domain
13581,PFK,PF00365.23,CL0240,Phosphofructokinase,30.9; 30.9;,PFK,286,,Domain
13582,PFL-like,PF02901.18,CL0339,Pyruvate formate lyase-like,24.3; 24.3;,PFL-like,647,,Family
13583,PFOR_II,PF17147.7,CL0591,Pyruvate:ferredoxin oxidoreductase core domain II,27; 27;,PFOR_II,102,,Domain
13584,PFO_beta_C,PF12367.11,,Pyruvate ferredoxin oxidoreductase beta subunit C terminal,24; 24;,PFO_beta_C,66,,Family
13585,PFU,PF09070.14,,PFU (PLAA family ubiquitin binding),26.2; 26.2;,PFU,112,,Domain
13586,PFam54_60,PF05714.14,,Borrelia Bbcrasp-1 domain containing protein,27; 27;,PFam54_60,185,,Domain
13587,PGA2,PF07543.15,,Protein trafficking PGA2,24.2; 24.2;,PGA2,138,,Family
13588,PGAP1,PF07819.16,CL0028,PGAP1-like protein,24.3; 24.3;,PGAP1,231,,Family
13589,PGA_cap,PF09587.13,CL0163,Bacterial capsule synthesis protein PGA_cap,27; 27;,PGA_cap,257,,Domain
13590,PGBA_C,PF15437.9,,Plasminogen-binding protein pgbA C-terminal,25; 25;,PGBA_C,84,,Disordered
13591,PGBA_N,PF15436.9,,Plasminogen-binding protein pgbA N-terminal,27; 27;,PGBA_N,217,,Family
13592,PGC7_Stella,PF15549.9,,PGC7/Stella/Dppa3 domain,32.3; 32.3;,PGC7_Stella,161,,Family
13593,PGDH_C,PF16896.8,,Phosphogluconate dehydrogenase (decarboxylating) C-term,25; 25;,PGDH_C,155,,Domain
13594,PGDH_inter,PF19304.2,CL0697,D-3-phosphoglycerate dehydrogenase intervening domain,27; 27;,PGDH_inter,119,,Domain
13595,PGDYG,PF14083.9,,PGDYG protein,27; 27;,PGDYG,102,,Family
13596,PGF-CTERM,PF18204.4,,PGF-CTERM motif,18.8; 18.8;,PGF-CTERM,23,,Motif
13597,PGG,PF13962.9,,Domain of unknown function,24.1; 24.1;,PGG,116,,Domain
13598,PGI,PF00342.22,CL0067,Phosphoglucose isomerase,22; 22;,PGI,486,,Domain
13599,PGK,PF00162.22,,Phosphoglycerate kinase,27; 27;,PGK,382,,Domain
13600,PGM1_C,PF18105.4,CL0105,PGM1 C-terminal domain,22.5; 22.5;,PGM1_C,53,,Domain
13601,PGM_PMM_I,PF02878.19,,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I",22.5; 22.5;,PGM_PMM_I,138,,Domain
13602,PGM_PMM_II,PF02879.19,,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II",29.3; 29.3;,PGM_PMM_II,103,,Domain
13603,PGM_PMM_III,PF02880.19,,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",20.7; 20.7;,PGM_PMM_III,114,,Domain
13604,PGM_PMM_IV,PF00408.23,,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",23.1; 23.1;,PGM_PMM_IV,74,,Repeat
13605,PGPGW,PF09656.13,,Putative transmembrane protein (PGPGW),23.3; 23.3;,PGPGW,53,,Family
13606,PGP_phosphatase,PF09419.13,CL0137,Mitochondrial PGP phosphatase,20.4; 20.4;,PGP_phosphatase,170,,Family
13607,PG_binding_1,PF01471.21,CL0244,Putative peptidoglycan binding domain,23; 23;,PG_binding_1,57,,Domain
13608,PG_binding_2,PF08823.14,CL0244,Putative peptidoglycan binding domain,21.1; 21.1;,PG_binding_2,74,,Domain
13609,PG_binding_3,PF09374.13,CL0244,Predicted Peptidoglycan domain,24.6; 24.6;,PG_binding_3,76,,Domain
13610,PG_binding_4,PF12229.11,,Putative peptidoglycan binding domain,22.1; 22.1;,PG_binding_4,116,,Domain
13611,PG_isomerase_N,PF18353.4,,Phosphoglucose isomerase N-terminal domain,25; 25;,PG_isomerase_N,112,,Domain
13612,PH,PF00169.32,CL0266,PH domain,25.1; 25.1;,PH,105,,Domain
13613,PHA-1,PF06542.14,,Regulator protein PHA-1,26; 26;,PHA-1,408,,Family
13614,PHAF1,PF03676.17,,Phagosome assembly factor 1,27; 27;,PHAF1,392,,Family
13615,PHAT,PF09246.13,CL0020,PHAT,21.5; 21.5;,PHAT,110,,Repeat
13616,PHAX_RNA-bd,PF10258.12,,"Phosphorylated adapter RNA export protein, RNA-binding domain",25; 25;,PHAX_RNA-bd,84,,Domain
13617,PHA_gran_rgn,PF09650.13,CL0545,Putative polyhydroxyalkanoic acid system protein (PHA_gran_rgn),26.6; 26.6;,PHA_gran_rgn,87,,Family
13618,PHA_synth_III_E,PF09712.13,,Poly(R)-hydroxyalkanoic acid synthase subunit (PHA_synth_III_E),25.7; 25.7;,PHA_synth_III_E,314,,Family
13619,PHBC_N,PF12551.11,,Poly-beta-hydroxybutyrate polymerase N terminal,25; 25;,PHBC_N,43,,Family
13620,PHB_acc,PF05233.16,,PHB accumulation regulatory domain,27; 27;,PHB_acc,40,,Domain
13621,PHB_acc_N,PF07879.14,,PHB/PHA accumulation regulator DNA-binding domain,25; 25;,PHB_acc_N,61,,Domain
13622,PHB_depo_C,PF06850.14,CL0028,PHB de-polymerase C-terminus,27; 27;,PHB_depo_C,203,,Family
13623,PHC2_SAM_assoc,PF16616.8,,Unstructured region on Polyhomeotic-like protein 1 and 2,28.3; 28.3;,PHC2_SAM_assoc,123,,Disordered
13624,PHD,PF00628.32,CL0390,PHD-finger,28.9; 28.9;,PHD,52,,Domain
13625,PHD20L1_u1,PF16660.8,,PHD finger protein 20-like protein 1,27; 27;,PHD20L1_u1,97,,Disordered
13626,PHD_2,PF13831.9,CL0390,PHD-finger,28; 28;,PHD_2,36,,Family
13627,PHD_3,PF13922.9,,"PHD domain of transcriptional enhancer, Asx",25; 25;,PHD_3,69,,Domain
13628,PHD_4,PF16866.8,CL0390,PHD-finger,30.6; 30.6;,PHD_4,68,,Domain
13629,PHD_Oberon,PF07227.14,CL0390,PHD - plant homeodomain finger protein,28.8; 28.8;,PHD_Oberon,130,,Family
13630,PHD_like,PF12910.10,CL0136,"Antitoxin of toxin-antitoxin, RelE / RelB, TA system",27; 27;,PHD_like,145,,Domain
13631,PHF12_MRG_bd,PF16737.8,,PHD finger protein 12 MRG binding domain,27; 27;,PHF12_MRG_bd,40,,Domain
13632,PHF5,PF03660.17,,PHF5-like protein,26.7; 26.7;,PHF5,104,,Family
13633,PHL,PF20474.1,,PHL domain,23.7; 23.7;,PHL,155,,Domain
13634,PHM7_cyt,PF14703.9,CL0221,Cytosolic domain of 10TM putative phosphate transporter,27; 27;,PHM7_cyt,176,,Domain
13635,PHM7_ext,PF12621.11,,"Extracellular tail, of 10TM putative phosphate transporter",22.1; 22.1;,PHM7_ext,93,,Family
13636,PHO4,PF01384.23,,Phosphate transporter family,33.7; 33.7;,PHO4,363,,Family
13637,PHP,PF02811.22,CL0034,PHP domain,26.4; 26.4;,PHP,172,RNase_T,Family
13638,PHP_C,PF13263.9,CL0034,PHP-associated,21.3; 21.3;,PHP_C,56,,Domain
13639,PHR,PF08005.15,,PHR domain,23.6; 23.6;,PHR,152,,Domain
13640,PHTB1_C,PF14728.9,,PTHB1 C-terminus,27.4; 27.4;,PHTB1_C,376,,Family
13641,PHTB1_N,PF14727.9,CL0186,PTHB1 N-terminus,28.6; 28.6;,PHTB1_N,414,,Repeat
13642,PHTF1-2_N,PF12129.11,,"Homeodomain containing protein PHTF1/2, N-terminal",25; 25;,PHTF1-2_N,156,,Domain
13643,PHY,PF00360.23,CL0161,Phytochrome region,27; 27;,PHY,183,,Domain
13644,PHYHIP_C,PF19281.2,,Phytanoyl-CoA hydroxylase-interacting protein C-terminus,27; 27;,PHYHIP_C,221,,Family
13645,PHZA_PHZB,PF03284.16,CL0051,Phenazine biosynthesis protein A/B,24; 24;,PHZA_PHZB,162,,Domain
13646,PH_10,PF15411.9,CL0266,Pleckstrin homology domain,27.5; 27.5;,PH_10,124,,Domain
13647,PH_11,PF15413.9,CL0266,Pleckstrin homology domain,30; 30;,PH_11,105,,Domain
13648,PH_12,PF16457.8,CL0266,Pleckstrin homology domain,27; 27;,PH_12,134,,Domain
13649,PH_13,PF16652.8,CL0266,Pleckstrin homology domain,27; 27;,PH_13,154,,Domain
13650,PH_14,PF17787.4,CL0266,PH domain,22.7; 22.7;,PH_14,131,,Domain
13651,PH_15,PF17339.5,CL0266,PH domain,22.8; 22.8;,PH_15,107,,Domain
13652,PH_16,PF17838.4,CL0266,PH domain,22.8; 22.8;,PH_16,127,,Domain
13653,PH_17,PF18012.4,CL0266,PH domain,22.4; 22.4;,PH_17,60,,Domain
13654,PH_18,PF18469.4,CL0266,Pleckstrin homology domain,26.6; 26.6;,PH_18,141,,Domain
13655,PH_19,PF19057.3,CL0266,PH domain,23.2; 23.2;,PH_19,152,,Domain
13656,PH_2,PF08458.13,CL0266,Plant pleckstrin homology-like region,22.2; 22.2;,PH_2,105,,Domain
13657,PH_20,PF20399.1,CL0266,PH domain,27; 27;,PH_20,84,,Domain
13658,PH_3,PF14593.9,CL0266,PH domain,25; 25;,PH_3,104,,Domain
13659,PH_4,PF15404.9,CL0266,Pleckstrin homology domain,27; 27;,PH_4,184,,Domain
13660,PH_5,PF15405.9,CL0266,Pleckstrin homology domain,30; 30;,PH_5,135,,Domain
13661,PH_6,PF15406.9,CL0266,Pleckstrin homology domain,30; 30;,PH_6,112,,Domain
13662,PH_8,PF15409.9,CL0266,Pleckstrin homology domain,30; 30;,PH_8,89,,Domain
13663,PH_9,PF15410.9,CL0266,Pleckstrin homology domain,28; 28;,PH_9,121,,Domain
13664,PH_BEACH,PF14844.9,CL0266,PH domain associated with Beige/BEACH,27.5; 27.5;,PH_BEACH,100,,Domain
13665,PH_RBD,PF12068.11,CL0266,Rab-binding domain (RBD),22.4; 22.4;,PH_RBD,170,,Domain
13666,PH_TFIIH,PF08567.14,CL0266,"TFIIH p62 subunit, N-terminal domain",27.1; 27.1;,PH_TFIIH,89,,Domain
13667,PHtD_u1,PF16645.8,,Unstructured region on Pneumococcal histidine triad protein,28.4; 28.4;,PHtD_u1,56,,Disordered
13668,PI-PLC-C1,PF16670.8,,"Phosphoinositide phospholipase C, Ca2+-dependent",29.9; 29.9;,PI-PLC-C1,328,,Domain
13669,PI-PLC-X,PF00388.22,CL0384,"Phosphatidylinositol-specific phospholipase C, X domain",23.1; 23.1;,PI-PLC-X,145,,Family
13670,PI-PLC-Y,PF00387.22,CL0384,"Phosphatidylinositol-specific phospholipase C, Y domain",28.8; 28.8;,PI-PLC-Y,115,,Family
13671,PI-TkoII_IV,PF18714.4,,DNA polymerase II intein Domain IV,25; 25;,PI-TkoII_IV,150,,Domain
13672,PI31_Prot_C,PF08577.14,,PI31 proteasome regulator,28.2; 28.2;,PI31_Prot_C,79,,Family
13673,PI31_Prot_N,PF11566.11,,PI31 proteasome regulator N-terminal,21; 21;,PI31_Prot_N,163,,Family
13674,PI3K_1B_p101,PF10486.12,,Phosphoinositide 3-kinase gamma adapter protein p101 subunit,23; 23;,PI3K_1B_p101,860,,Family
13675,PI3K_C2,PF00792.27,CL0154,Phosphoinositide 3-kinase C2,26.4; 26.4;,PI3K_C2,140,,Domain
13676,PI3K_P85_iSH2,PF16454.8,,Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain,31.5; 31.5;,PI3K_P85_iSH2,161,,Domain
13677,PI3K_p85B,PF02192.19,CL0072,"PI3-kinase family, p85-binding domain",27; 27;,PI3K_p85B,76,,Family
13678,PI3K_rbd,PF00794.21,CL0072,"PI3-kinase family, ras-binding domain",22; 22;,PI3K_rbd,107,,Domain
13679,PI3Ka,PF00613.23,CL0020,"Phosphoinositide 3-kinase family, accessory domain (PIK domain)",31; 31;,PI3Ka,185,,Repeat
13680,PI3_PI4_kinase,PF00454.30,CL0016,Phosphatidylinositol 3- and 4-kinase,27.1; 27.1;,PI3_PI4_kinase,250,,Family
13681,PI4K_N,PF19274.2,,PI4-kinase N-terminal region,22.4; 22.4;,PI4K_N,1179,,Family
13682,PID,PF00640.26,CL0266,Phosphotyrosine interaction domain (PTB/PID),20.9; 20.9;,PID,140,,Domain
13683,PID_2,PF14719.9,CL0266,Phosphotyrosine interaction domain (PTB/PID),25.4; 25.4;,PID_2,184,,Domain
13684,PIEZO,PF15917.8,,Piezo,27; 27;,PIEZO,226,,Family
13685,PIF,PF05092.15,,Per os infectivity,25; 25;,PIF,522,,Family
13686,PIF1,PF05970.17,CL0023,PIF1-like helicase,28.5; 28.5;,PIF1,362,,Family
13687,PIF2,PF04631.15,,Per os infectivity factor 2,25; 25;,PIF2,372,,Family
13688,PIF3,PF05006.15,,Per os infectivity factor 3,22.2; 22.2;,PIF3,149,,Family
13689,PIF6,PF05341.14,,Per os infectivity factor 6,27; 27;,PIF6,106,,Family
13690,PIG-F,PF06699.14,,GPI biosynthesis protein family Pig-F,24.2; 24.2;,PIG-F,182,,Family
13691,PIG-H,PF10181.12,,"GPI-GlcNAc transferase complex, PIG-H component",25; 25;,PIG-H,70,,Family
13692,PIG-L,PF02585.20,,GlcNAc-PI de-N-acetylase,28.2; 28.2;,PIG-L,130,,Family
13693,PIG-P,PF08510.15,,PIG-P,33.6; 33.6;,PIG-P,126,,Family
13694,PIG-S,PF10510.12,,Phosphatidylinositol-glycan biosynthesis class S protein,26; 26;,PIG-S,517,,Family
13695,PIG-U,PF06728.16,CL0111,GPI transamidase subunit PIG-U,24.5; 24.5;,PIG-U,381,,Family
13696,PIG-X,PF08320.15,,PIG-X / PBN1,23; 23;,PIG-X,210,,Domain
13697,PIG-Y,PF15159.9,,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y,25; 25;,PIG-Y,70,,Family
13698,PIGA,PF08288.15,CL0113,PIGA (GPI anchor biosynthesis),27; 27;,PIGA,90,,Family
13699,PIGO_PIGG,PF19316.2,,GPI ethanolamine phosphate transferase membrane region,27; 27;,PIGO_PIGG,424,,Family
13700,PIH1,PF08190.15,,PIH1 N-terminal domain,24; 24;,PIH1,166,,Domain
13701,PIH1_CS,PF18201.4,CL0190,PIH1 CS-like domain,23.3; 23.3;,PIH1_CS,99,,Domain
13702,PIK3CG_ABD,PF19710.2,,PIK3 catalytic subunit gamma adaptor-binding domain,27; 27;,PIK3CG_ABD,195,,Domain
13703,PIN,PF01850.24,CL0280,PIN domain,23.6; 23.6;,PIN,122,,Domain
13704,PIN7,PF18475.4,CL0280,PIN domain,34; 34;,PIN7,103,,Domain
13705,PINIT,PF14324.9,CL0202,PINIT domain,27; 27;,PINIT,140,,Domain
13706,PIN_10,PF18478.4,CL0280,PIN like domain,26.2; 26.2;,PIN_10,84,,Domain
13707,PIN_11,PF18479.4,CL0280,PIN like domain,26.6; 26.6;,PIN_11,118,,Domain
13708,PIN_12,PF16289.8,CL0280,PIN domain,32; 32;,PIN_12,171,,Domain
13709,PIN_2,PF10130.12,CL0280,PIN domain,22.4; 22.4;,PIN_2,133,,Domain
13710,PIN_3,PF13470.9,CL0280,PIN domain,27; 27;,PIN_3,117,,Domain
13711,PIN_4,PF13638.9,CL0280,PIN domain,21.9; 21.9;,PIN_4,131,,Domain
13712,PIN_5,PF08745.14,CL0280,PINc domain ribonuclease,27; 27;,PIN_5,207,,Family
13713,PIN_6,PF17146.7,CL0280,PIN domain of ribonuclease,27; 27;,PIN_6,89,,Domain
13714,PIN_8,PF18476.4,CL0280,PIN like domain,26.1; 26.1;,PIN_8,227,,Domain
13715,PIN_9,PF18477.4,CL0280,PIN like domain,26.3; 26.3;,PIN_9,116,,Domain
13716,PIP49_C,PF12260.11,CL0016,Protein-kinase domain of FAM69,25.2; 25.2;,PIP49_C,190,,Family
13717,PIP49_N,PF14875.9,,"N-term cysteine-rich ER, FAM69",21; 21;,PIP49_N,157,,Domain
13718,PIP5K,PF01504.21,CL0016,Phosphatidylinositol-4-phosphate 5-Kinase,27; 27;,PIP5K,278,,Family
13719,PIR,PF00399.22,,Yeast PIR protein repeat,20.9; 20.9;,PIR,18,,Repeat
13720,PIRT,PF15099.9,,Phosphoinositide-interacting protein family,30.6; 30.6;,PIRT,128,,Family
13721,PITH,PF06201.16,CL0202,PITH domain,23.7; 23.7;,PITH,151,,Domain
13722,PI_PP_C,PF18365.4,,Phosphoinositide phosphatase C-terminal domain,25; 25;,PI_PP_C,125,,Domain
13723,PI_PP_I,PF18363.4,,Phosphoinositide phosphatase insertion domain,28.5; 28.5;,PI_PP_I,97,,Domain
13724,PK,PF00224.24,CL0151,"Pyruvate kinase, barrel domain",20.8; 20.8;,PK,348,,Domain
13725,PKAT_KLD,PF20433.1,,"PKAT, KLD domain",27.7; 27.7;,PKAT_KLD,51,,Domain
13726,PKD,PF00801.23,CL0159,PKD domain,23.5; 23.5;,PKD,71,,Domain
13727,PKD_2,PF16407.8,CL0159,PKD-like family,39.2; 39.2;,PKD_2,157,,Family
13728,PKD_3,PF16820.8,CL0159,PKD-like domain,26.3; 26.3;,PKD_3,68,,Family
13729,PKD_4,PF18911.3,CL0159,PKD domain,27; 27;,PKD_4,85,,Domain
13730,PKD_5,PF19406.2,CL0159,PKD-like domain,25; 20;,PKD_5,95,,Domain
13731,PKD_6,PF19408.2,CL0159,PKD-like domain,25; 20;,PKD_6,85,,Domain
13732,PKD_channel,PF08016.15,CL0030,Polycystin cation channel,22.4; 22.4;,PKD_channel,225,,Family
13733,PKHD_C,PF18331.4,,PKHD-type hydroxylase C-terminal domain,22; 22;,PKHD_C,43,,Domain
13734,PKI,PF02827.19,,cAMP-dependent protein kinase inhibitor,25; 25;,PKI,69,,Family
13735,PKK,PF12474.11,,Polo kinase kinase,25; 25;,PKK,139,,Family
13736,PKS_DE,PF18369.4,,Polyketide synthase dimerisation element domain,26.7; 26.7;,PKS_DE,45,,Domain
13737,PK_C,PF02887.19,,"Pyruvate kinase, alpha/beta domain",28; 28;,PK_C,116,,Domain
13738,PK_Tyr_Ser-Thr,PF07714.20,CL0016,Protein tyrosine and serine/threonine kinase,23.1; 23.1;,PK_Tyr_Ser-Thr,259,,Domain
13739,PKcGMP_CC,PF16808.8,,Coiled-coil N-terminus of cGMP-dependent protein kinase,35; 35;,PKcGMP_CC,35,,Coiled-coil
13740,PL48,PF15903.8,,"Filopodia upregulated, FAM65",31.4; 31.4;,PL48,348,,Family
13741,PLA1,PF02253.18,CL0193,Phospholipase A1,27; 27;,PLA1,257,,Domain
13742,PLA2G12,PF06951.14,CL0629,Group XII secretory phospholipase A2 precursor (PLA2G12),34; 34;,PLA2G12,186,,Domain
13743,PLA2_B,PF01735.21,CL0323,Lysophospholipase catalytic domain,23; 23;,PLA2_B,491,,Family
13744,PLA2_inh,PF02988.18,CL0117,Phospholipase A2 inhibitor,22; 22;,PLA2_inh,83,,Domain
13745,PLAC,PF08686.14,,PLAC (protease and lacunin) domain,26.4; 26.4;,PLAC,31,,Domain
13746,PLAC8,PF04749.20,,PLAC8 family,34.4; 34.4;,PLAC8,95,,Family
13747,PLAC9,PF15205.9,,Placenta-specific protein 9,27; 27;,PLAC9,74,,Family
13748,PLAT,PF01477.26,CL0321,PLAT/LH2 domain,23; 23;,PLAT,117,,Domain
13749,PLATZ,PF04640.17,,PLATZ transcription factor,25; 25;,PLATZ,82,,Family
13750,PLC-beta_C,PF08703.13,,PLC-beta C terminal,27.6; 27.6;,PLC-beta_C,176,,Domain
13751,PLCC,PF14466.9,,PLAT/LH2 and C2-like Ca2+-binding lipoprotein,27; 27;,PLCC,127,,Domain
13752,PLD_C,PF12357.11,,Phospholipase D C terminal,27; 27;,PLD_C,72,,Family
13753,PLDc,PF00614.25,CL0479,Phospholipase D Active site motif,21.9; 21.9;,PLDc,28,,Family
13754,PLDc_2,PF13091.9,CL0479,PLD-like domain,27; 27;,PLDc_2,133,,Domain
13755,PLDc_3,PF13918.9,CL0479,PLD-like domain,27; 27;,PLDc_3,180,,Domain
13756,PLDc_N,PF13396.9,,Phospholipase_D-nuclease N-terminal,23.3; 23.3;,PLDc_N,42,,Domain
13757,PLL,PF18587.4,,PTX/LNS-Like (PLL) domain,25; 25;,PLL,134,,Domain
13758,PLN_propep,PF16485.8,,Protealysin propeptide,28.1; 28.1;,PLN_propep,43,,Domain
13759,PLRV_ORF5,PF01690.20,,Potato leaf roll virus readthrough protein,27.4; 27.4;,PLRV_ORF5,485,,Family
13760,PLU-1,PF08429.14,,PLU-1-like protein,28.5; 28.5;,PLU-1,339,,Family
13761,PLipase_C_C,PF05506.15,,"Bacterial phospholipase C, C-terminal domain",24.4; 24.4;,PLipase_C_C,82,,Domain
13762,PM0188,PF11477.11,CL0113,Sialyltransferase PMO188,25; 25;,PM0188,385,,Family
13763,PMAIP1,PF15150.9,,Phorbol-12-myristate-13-acetate-induced,27; 27;,PMAIP1,54,,Family
13764,PMBR,PF09373.13,,Pseudomurein-binding repeat,24.9; 24.9;,PMBR,33,,Repeat
13765,PMC2NT,PF08066.15,,PMC2NT (NUC016) domain,23.3; 23.3;,PMC2NT,92,,Domain
13766,PMD,PF10536.12,,Plant mobile domain,34.9; 34.9;,PMD,355,,Domain
13767,PMEI,PF04043.18,,Plant invertase/pectin methylesterase inhibitor,26.7; 26.7;,PMEI,154,,Domain
13768,PMG,PF05287.15,CL0520,PMG protein,29; 29;,PMG,180,,Family
13769,PMI_typeI_C,PF01238.24,CL0029,Phosphomannose isomerase type I C-terminal,21; 21;,PMI_typeI_C,48,,Domain
13770,PMI_typeI_cat,PF20511.1,CL0029,"Phosphomannose isomerase type I, catalytic domain",22; 22;,PMI_typeI_cat,144,,Domain
13771,PMI_typeI_hel,PF20512.1,,"Phosphomannose isomerase type I, helical insertion domain",23.4; 23.4;,PMI_typeI_hel,94,,Domain
13772,PMM,PF03332.16,CL0137,Eukaryotic phosphomannomutase,22.4; 22.4;,PMM,221,,Family
13773,PMP1_2,PF08114.14,,ATPase proteolipid family,22.3; 22.3;,PMP1_2,43,,Family
13774,PMP22_Claudin,PF00822.23,CL0375,PMP-22/EMP/MP20/Claudin family,26.7; 26.7;,PMP22_Claudin,166,,Family
13775,PMR5N,PF14416.9,,PMR5 N terminal Domain,29.2; 29.2;,PMR5N,54,,Domain
13776,PMSI1,PF15322.9,,"Protein missing in infertile sperm 1, putative",29.6; 29.6;,PMSI1,315,,Family
13777,PMSR,PF01625.24,,Peptide methionine sulfoxide reductase,22.3; 22.3;,PMSR,153,,Family
13778,PMT,PF02366.21,CL0111,Dolichyl-phosphate-mannose-protein mannosyltransferase,22.7; 22.7;,PMT,245,,Family
13779,PMT2_N,PF17987.4,,Phosphoethanolamine N-methyltransferase 2 N-terminal,27.8; 27.8;,PMT2_N,125,,Domain
13780,PMT_2,PF13231.9,CL0111,Dolichyl-phosphate-mannose-protein mannosyltransferase,26.1; 26.1;,PMT_2,160,,Family
13781,PMT_4TMC,PF16192.8,,C-terminal four TMM region of protein-O-mannosyltransferase,32.4; 32.4;,PMT_4TMC,200,,Family
13782,PND,PF17949.4,CL0236,FANCM pseudonuclease domain,23.6; 23.6;,PND,125,,Domain
13783,PNGaseA,PF12222.11,,Peptide N-acetyl-beta-D-glucosaminyl asparaginase amidase A,22.6; 22.6;,PNGaseA,434,,Family
13784,PNISR,PF15996.8,,Arginine/serine-rich protein PNISR,27; 27;,PNISR,182,,Family
13785,PNK3P,PF08645.14,CL0137,Polynucleotide kinase 3 phosphatase,22; 22;,PNK3P,162,,Family
13786,PNKP-ligase_C,PF16536.8,,"PNKP adenylyltransferase domain, C-terminal region",25; 25;,PNKP-ligase_C,60,,Domain
13787,PNKP_ligase,PF16542.8,CL0078,"PNKP adenylyltransferase domain, ligase domain",28.2; 28.2;,PNKP_ligase,320,,Domain
13788,PNMA,PF14893.9,CL0523,PNMA,25; 25;,PNMA,328,,Family
13789,PNP_UDP_1,PF01048.23,CL0408,Phosphorylase superfamily,25.1; 25.1;,PNP_UDP_1,234,,Domain
13790,PNP_phzG_C,PF10590.12,,Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region,27; 27;,PNP_phzG_C,43,,Domain
13791,PNPase,PF03726.17,,"Polyribonucleotide nucleotidyltransferase, RNA binding domain",24.6; 24.6;,PNPase,83,,Domain
13792,PNPase_C,PF12111.11,,Polyribonucleotide phosphorylase C terminal,25; 25;,PNPase_C,37,,Domain
13793,PNRC,PF15365.9,,Proline-rich nuclear receptor coactivator motif,22; 22;,PNRC,20,,Motif
13794,PNTB,PF02233.19,CL0085,NAD(P) transhydrogenase beta subunit,31.7; 31.7;,PNTB,460,,Family
13795,PNTB_4TM,PF12769.10,,"4TM region of pyridine nucleotide transhydrogenase, mitoch",26.2; 26.2;,PNTB_4TM,86,,Family
13796,POB3_N,PF17292.5,CL0266,POB3-like N-terminal PH domain,23; 23;,POB3_N,93,,Domain
13797,POC1,PF10450.12,CL0408,POC1 chaperone,22; 22;,POC1,273,,Family
13798,POC3_POC4,PF10448.12,,20S proteasome chaperone assembly proteins 3 and 4,22.1; 22.1;,POC3_POC4,144,,Family
13799,POLO_box,PF00659.21,CL0708,POLO box duplicated region,23; 23;,POLO_box,61,,Family
13800,POM121,PF15229.9,,POM121 family,27; 27;,POM121,226,,Family
13801,POP1,PF06978.14,,Ribonucleases P/MRP protein subunit POP1,22.2; 22.2;,POP1,206,,Family
13802,POPLD,PF08170.15,,POPLD (NUC188) domain,26.8; 26.8;,POPLD,93,,Domain
13803,POR,PF01558.21,,Pyruvate ferredoxin/flavodoxin oxidoreductase,27.4; 27.4;,POR,176,,Family
13804,PORR,PF11955.11,,Plant organelle RNA recognition domain,22.3; 22.3;,PORR,326,,Family
13805,POR_N,PF01855.22,CL0254,"Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg",27; 27;,POR_N,231,,Family
13806,POT1,PF02765.20,CL0021,Telomeric single stranded DNA binding POT1/CDC13,29; 29;,POT1,143,,Domain
13807,POT1PC,PF16686.8,CL0021,ssDNA-binding domain of telomere protection protein,27.2; 27.2;,POT1PC,154,,Domain
13808,POTRA,PF07244.18,CL0191,Surface antigen variable number repeat,21.3; 21.3;,POTRA,80,,Domain
13809,POTRA_1,PF08478.13,CL0191,"POTRA domain, FtsQ-type",23; 23;,POTRA_1,69,,Domain
13810,POTRA_2,PF08479.14,CL0191,"POTRA domain, ShlB-type",24; 24;,POTRA_2,76,,Domain
13811,POTRA_3,PF17287.5,CL0191,POTRA domain,27; 27;,POTRA_3,56,,Domain
13812,POTRA_TamA_1,PF17243.5,CL0191,POTRA domain TamA domain 1,26; 26;,POTRA_TamA_1,77,,Domain
13813,POU2F1_C,PF19536.2,,"POU domain, class 2, transcription factor 1 C-terminal",27; 27;,POU2F1_C,284,,Domain
13814,POX,PF07526.14,,Associated with HOX,27; 27;,POX,136,,Domain
13815,PP-binding,PF00550.28,CL0314,Phosphopantetheine attachment site,20.8; 20.8;,PP-binding,67,,Domain
13816,PP-binding_2,PF14573.9,CL0314,Acyl-carrier,32; 32;,PP-binding_2,96,,Domain
13817,PP1,PF07430.14,CL0121,Phloem filament protein PP1 cystatin-like domain,20.4; 20.4;,PP1,78,,Domain
13818,PP1_bind,PF15276.9,,Protein phosphatase 1 binding,27; 27;,PP1_bind,62,,Family
13819,PP1_inhibitor,PF05361.15,,PKC-activated protein phosphatase-1 inhibitor,22.4; 22.4;,PP1_inhibitor,141,,Family
13820,PP1c_bdg,PF10488.12,,Phosphatase-1 catalytic subunit binding region,26.1; 26.1;,PP1c_bdg,287,,Domain
13821,PP2,PF14299.9,,Phloem protein 2,25; 25;,PP2,146,,Family
